speaker,speech,date,entity
michael noonan,"First of all I’d like to thank the  for briefing us. And I’d like to, like to thank Yanis for his very full presentation. Uh, the only mandate I have and the only thing I agreed to was the statement of, uh, 20th_february. And, uh, I know a lot of talks have taken place since then. Uh, first of all, I’d like to get a copy of the aide memoire. It has been leaked extensively. I read it in the newspapers, but no one has sent me a copy.",2015-06-18 00:00:00,Ireland
yanis varoufakis,.,2015-06-18 00:00:00,Greece
michael noonan,So I’d to-,2015-06-18 00:00:00,Ireland
yanis varoufakis,.,2015-06-18 00:00:00,Greece
michael noonan,… I’d like the aide memoire- … if that’s the basis of the negotiations.,2015-06-18 00:00:00,Ireland
jeroen dijsselbloem,The aide memoire .,2015-06-18 00:00:00,EG President
michael noonan,"Uh, Pierre Moscovici has set out the position rather clearly, and, uh, he seems, again, to think that the gap that was now existing between … The position in the aide memoire and the Greek authorities. But that-",2015-06-18 00:00:00,Ireland
yanis varoufakis,.,2015-06-18 00:00:00,Greece
michael noonan,"…  has set up on a, a totally new voyage now, and there doesn’t seem to be any need-",2015-06-18 00:00:00,Ireland
yanis varoufakis,.,2015-06-18 00:00:00,Greece
michael noonan,"… for new positions at all. I would have felt, in the normal course of negotiation, one would deal with specifics and try and narrow the gap by dealing with specifics, and that doesn’t seem to be the position. Uh, I’m concerned about the situation, as everybody else is, but I think that a bad agreement might be worse than no agreement. I think if that agreement could be more corrosive of the Euro, then no agreement at this point. Uh, so I think we have to, uh, reflect on everything that’s said here today and, uh, face the reality that there may be no agreement, and take the necessary steps for that eventuality. Thanks very much, Jeroen.",2015-06-18 00:00:00,Ireland
jeroen dijsselbloem," please, Johan.",2015-06-18 00:00:00,EG President
speaker 10," and, uh,",2015-06-18 00:00:00,Unidentified
jeroen dijsselbloem,All right.,2015-06-18 00:00:00,EG President
johan van overtveldt,"… this, uh, very clear situation that, uh, private institutions, uh, these … And Greece is still, on the basis of the problems were watered down to a large extent, and I’m questioning whether this . The United States usually is the difference in corporate duties between the United States and Europe is part of Europe is the  used to solve, in s- in solving cases. And we’re just dragging along. I’m not sure that that is sensible. I would take a decisive action, and decisive action is no action at the moment.",2015-06-18 00:00:00,Belgium
jeroen dijsselbloem,.,2015-06-18 00:00:00,EG President
michel sapin,.,2015-06-18 00:00:00,France
speaker 13,Thank you Jeroen. There are mende- many things have been said-,2015-06-18 00:00:00,Unidentified
yanis varoufakis,.,2015-06-18 00:00:00,Greece
speaker 13,… but one of the most important things this afternoon-,2015-06-18 00:00:00,Unidentified
yanis varoufakis,.,2015-06-18 00:00:00,Greece
speaker 13,"… in terms of this situation has been, uh, outlined by everybody. You might even argue that maybe . We cannot just, uh, sit back and relax.",2015-06-18 00:00:00,Unidentified
jeroen dijsselbloem,.,2015-06-18 00:00:00,EG President
maria luís albuquerque," arrangements, uh, that was under the assumption and the, the mandate that the, uh, MOU, would be followed.",2015-06-18 00:00:00,Portugal
yanis varoufakis,MOU?,2015-06-18 00:00:00,Greece
maria luís albuquerque,.,2015-06-18 00:00:00,Portugal
jeroen dijsselbloem,Thank you. ,2015-06-18 00:00:00,EG President
benoît cœuré,"Thank you Jeroen. I share the perplexity  and I agree with Michael Noonan, we have heard about that diluted version but we do not know exactly what’s inside. I think it is an encouraging movement that the institutions have tried to bridge the gap, and as Michel Sapin rightly said, will come from the primary surplus of 3% to a primary surplus of 1 %  short term compromise and in fact, the two questions I would like to raise are the following. The first one is what are the needs, the financial needs of the Greek government in the short to medium term, and by medium term I don’t mean five years, I mean six months to a year. And there, I think that the Commission has told us the numbers are starting to become quite impressive and they go beyond they go beyond the 7.2 per cent, er, the 7.2 billion that are in the present program. So do we have a calculation of what are the needs over six months to one year, not only in terms of repayment of credits, but just in terms of the needs of the government and of the economy. That brings me to my 3rd remark. When I see the outflows that have been described by the European Central Bank, obviously I am very worried. Second, we know that the economic situation has deteriorated quite a lot, in Greece, in the last couple of months, because when we agreed on the provisional agreement on 20th_february we were still assuming that there would be growth in Greece and we see that that is not the case. So we have an economy that is deteriorating, investments that go out or outflows that are rising very very quickly, so we have at hand an economic situation that has become even more difficult than what we were expecting before. So, today’s two questions, what is the real economic situation today and what are the needs in the months to come in terms of finance, does that have an influence on the agreement that we want to have by the end of the month? I can put it also differently, do we want to have a kind of short term fix or do we want to have a little bit more a medium term solution to these problems?",2015-06-18 00:00:00,ECB
unidentified speaker,"I will continue off where Pierre has left off. I’m not going to talk however on technicalities. I think we have to admit that we are faced with a stalemate, and my point is about the lack of information and the need for more transparency. Now, we all understand that when negotiations are taking place  for secrecy because that helps come to a resolution but when that success does not come about then I think whoever is representing us and we need now more transparency. I am not implying that the Greek government and the institutions are not transparent. I’m just saying that at this stage we need to know more of what is being taking place. For example  reaching a successful agreement.",2015-06-18 00:00:00,Unidentified
jeroen dijsselbloem,"It is truly a pity that we have reached this situation and, you know, letting aside the technicalities that in my view are not important in this present juncture, and taking into consideration what Mario Draghi has said about the evolution of capital flights and the poss- flights, if today we do not have, you know, any sort of conclusive communication – that I think that is not possible – will the Greek banks be able to open up tomorrow?",2015-06-18 00:00:00,EG President
luis de guindos,"It is truly a pity that we have reached this situation and, you know, letting aside the technicalities that in my view are not important in this present juncture, and taking into consideration what Mario Draghi has said about the evolution of capital flights and the poss- flights, if today we do not have, you know, any sort of conclusive communication – that I think that is not possible – will the Greek banks be able to open up tomorrow?",2015-06-18 00:00:00,Spain
benoît cœuré,"The Greek banks will be able to open tomorrow. They have been granted emergency liquidity assistance by the Bank of Greece which has not been objected to by the governing council. If you ask the same question for Monday, I don’t know, it all depends on the pace of ",2015-06-18 00:00:00,ECB
jeroen dijsselbloem,"Thank you colleagues, for your comments and questions  after months of bottom-up process, uh, the aide memoire was an expression of a top-down process, saying this is where we could land, this where we could find each other. And except that, it has no formal status, you have to realize that. It was not agreed upon. The moment it is sent to us as a Eurogroup it would become a document and some ministers may have to send it to their parliaments etc. This is a thing that we really have to consider. So bilaterally, I am sure that the institutions are willing to inform ministers on the main headlines of the content of that document  which I would be hesitative to make it into a formal document by sending it to the Eurogroup. We are in the midst of a negotiation, which has not led to results. My position has been, uh, I ve told  in one of the meeting president Juncker and PM Tsipras, I have made very clear there that the Eurogroup does not in itself negotiate. This is done by the institutions. They will assess and value the proposals that are being put on the table. This is not the role of the Eurogroup. If within the framework that we have given, political mandate, some of you have quite rightly said that already what has been happening is outside of that mandate, but if within that mandate an agreement is reached between Greece and the institutions, then it is up to us to take political decisions on whether we want to take that to our responsibility and to our parliaments, that I think should be the order, but I understand. I fully sympathize with those of you that said we do not really have all the information, I think this is not possible, but if so required I’m sure the institutions can provide bilaterally more information on details, on the process and the content. The second point was made, what if we reach an agreement in the short term  coming months, at least until the end of the year. It also depends on the package that is agreed, so for more final calculations on what the financing look like in the medium term and the long term will be made of course once there’s an agreement at hand, we are not there yet. It is absolutely true, and the Commission also say as well, that the situation, of course, in Greece is deteriorating rapidly, it has been since the beginning of this year, making the process moving forward even more difficult and challenging. On those of you that have said “has the time not come to draw conclusions”, I think that it’s not for us here to draw the conclusions. The process is not at an end, there is still a window of opportunity though it is very small and it is very challenging and it is first and foremost, I think most of you agree, to the Greek government to grasp that last opportunity in the coming days, I think also Michel made that point, the process does not end here today, we should not let it fall out of our hands at this point. The risks certainly for Greece, but also the Eurozone, cannot be underestimated. Having said that, I think that the role of the Eurogroup at this point is simply to take stock of the situation, to await further steps from the Greek government to work- to urge them to work with the institutions, come up with new proposals that can then be assessed. The Eurogroup stands ready to convene, to re-convene if an agreement is still possible. Then we will also go into questions like Pierre and others have asked, what does that mean for the medium term, what’s the prospect, etc. At the same time we must also be very clear in our communication that in any scenario we are determined to work closely together in this monetary union to strengthen the Eurozone, the Five President’s report will be very helpful in that respect, I think we have to make absolutely clear that in any scenario the Eurozone will come out strong. Any agreement, if still possible, will have to be credible also from that perspective, I think as Michael said it also has to be credible for the Eurozone as a whole and I think that’s a very, very important point. Those would be my conclusions at this point. In terms of communication… in terms of communication I would just like to go through a couple of lines of communication that I will use after this meeting, it is up to you to say whether you want to . Today I think we send a strong signal to the Greek authorities that it is up to them to fully engage with the institutions on the base of the aide memoire in the framework of the Eurogroup statement of the 20th_february. However, the current agreement, the current agreement expires in less than two weeks. An agreement is still possible but will have to be credible and solid both for the benefit of  those will in general terms be my lines of communication to be used after this meeting. Over to your suggestions. Wolfgang",2015-06-18 00:00:00,EG President
wolfgang schäuble,"Sorry, I think you have rightly mentioned that we should be careful before distribute the so-called aide-mémoire to the Eurogroup because then you make it a document that  If you take it now, and you just said, that you want to take the statement as a base, I think we have as a Eurogroup, we have to stick to the MoU and to the statement of the 11th of February, which was by the way",2015-06-18 00:00:00,Germany
jeroen dijsselbloem,"Good point, I will adjust that. I won’t refer to the aide memoire. I’ll take that out ",2015-06-18 00:00:00,EG President
hans jörg schelling,"Thank you Jeroen. First of all, in my opinion the institutions made a really wide interpretation of the agreement of February and I think that as a point to Wolfgang to say this aide memoire was not the statement we made in February. I think it’s a good proposal, so it’s not a critique, but it is a very wide interpretation  in February. And the second thing, which is important for me, Jeroen you say that it is up to the institutions to find a solution is not the work of, by the institutions, it must be done by the Eurogroup.",2015-06-18 00:00:00,Austria
jeroen dijsselbloem,"On your two points. First of all, what I certainly didn’t want is to trigger a discussion now about the aide memoire and whether that is inside or outside the framework of the 20th_february. I don’t think we are in a position to judge, um, strictly speaking we haven’t  the document um, so let’s leave that aside. The second point is that, quite rightly, if there is no agreement there are also decisions to be taken and you can be sure that we will act and we will prepare and the institutions are also preparing other scenarios, so you are not quite right when you say that other scenarios are not for the institutions to prepare but for us  but a lot of work will also have simply have to be done by the institutions even without our explicit decision. But in either scenario, work is ahead of us, that is for sure. Let me also say that if there is to be a Eurozone summit, which I don’t know, this is not up to us to decide, if there is to be such a leaders’ meeting, that must be and will be prepared by the Eurogroup. This is also in the rules and regulations, Eurozone summits will be prepared by the Eurogroup. So our involvement doesn’t stop here, that’s for sure. Our involvement is crucial and will stay crucial. Yanis.",2015-06-18 00:00:00,EG President
yanis varoufakis,"Regarding the communication issue and the press conference that you are going to be giving, allow me to say that placing the onus squarely and entirely on the Greek side, and not on the side of the institutions or of the rest of the Eurozone, seems to us rather disingenuous. Especially given the fact that, as Michel Sapin said, we are all responsible as elected leaders and this is certainly not the end of the road.",2015-06-18 00:00:00,Greece
jeroen dijsselbloem,"I think we are going to come to an end of our discussion. I don’t think  and Luis, but, um, I think that also for communication reasons it is time that we come to an end of our discussion. Luis first and then Peter.",2015-06-18 00:00:00,EG President
luis de guindos,"Yanis, nobody wants to trigger any sort of accidents, so I would not play that kind of game but the reality is the reality and the reaction of the market is going to be there. This is not a question about leaks or not leaks. This is a question about the reality that we have to confront over the next, the next days. So, I think that we are reaching, you know, we are coming to a head and I think that there are some events that are out of our control. So I think that we should have also a communication just to deal with this situation. I suppose that tomorrow the reaction of the markets will not be positive, I suppose that the reaction of Greek depositors will not be positive, well it already has not been according to the  by Mario Draghi, and this is something that we have to bear in mind, because this is the reality, this is the reality. So, I think that, Jeroen, you should prepare, you know, any sort of communication in order to make sure that, you know, in any potential scenario, we are going to confront and that the integrity and irrevocability of the Eurozone is going to be guaranteed in any potential scenario. And I think that this is important because… I have said that from the beginning that I do not know how we have reached this point. I am not going to blame anybody. I have my = opinion but my opinion is not that important now. But I think that, you now, we are confronting a reality and we cannot forget this reality because otherwise we are making an important mistake.",2015-06-18 00:00:00,Spain
peter kažimír,"Can I say  I do not want to torture you, but so many questions should be raised. Exactly how many days should we wait for the completion? How many days? Just one week or the 29th June or 30th June? You know that all we know is that we have national procedures for any changes, especially Wolfgang with the Bundestag and with other parliaments.",2015-06-18 00:00:00,Slovakia
jeroen dijsselbloem,"I think that we all know what the final day is, it’s when the program expires, and we all know that there are parliamentary procedures to be followed in a number of countries, but I will repeat my opinion and I think it is quite broadly shared that it would not be right to take a decision here today on whether we have come to an end of the process because we have not, that is my assessment. And with you, I am frankly worried about the time that remains, and that the, about the opportunities that still remain. I don’t think it would be wise for us to now to take a decision on whether we have come to the end of the process, we’ve not. But we have to make it absolutely clear that on the basis of the old MoU and the agreement of 20th_february there is still a real opportunity to reach a new agreement. It will have to be on that basis and it will have to be agreed with the institutions first. That is also is my response to Yanis’ remark that we did not react to his new proposal. I did react to it by saying it must be discussed by the institutions first. He may not agree with that procedure, but this is how we work, it’s the only way we can work. We cannot assess new proposals being brought into the meeting like this. They have to be assessed and discussed with the institutions first. My assessment that there is still a window of opportunity and it is certainly in the interest of the Greek people to try and grasp that opportunity and we stand ready even though time is very very short  to see whether that opportunity can be used and will be used. That is how I see the situation and  institutions assess the situation in the coming days.",2015-06-18 00:00:00,EG President
benoît cœuré,Details that gathered and for framework . I would like to  Um our last  today. The information we have so far is four large .,2015-06-22 00:00:00,ECB
jeroen dijsselbloem,Thank you. Christine?,2015-06-22 00:00:00,EG President
christine lagarde,"Thank you very much. Um. I think this document that we have received is actually both um strategic and smart. It’s strategic because it was released, certainly to us at uh half past midnight in version one, at eight am in version two, and ten am in version three. So I don’t know whether version four is coming or whether we’ll have something else to expect but  it’s very strategic. And it’s coming so late, which sadly the way because we could have made much more progress had we had the opportunity and the time to just go through the general proposal. It is smart in the way that it seems to use the framework of what we have called repeatedly the aide memoire, which as you will remember is this document which cannot be really shared without issue with some parliament but which is in and of itself uh a diluted version from the aide memoire so this strategic and smart document is moving in that direction, of the aide memoire but is certainly not the aide memoire as it is. Neither from the fiscal standpoint, which is also very smartly addressed, nor in the content, nor in the structural reforms, nor in the smart omissions that  here and there put in the document. So having been negative, as is quite often expected from the IMF, but honest to what I have had about twenty minutes to go through, I think that they are positive moves in quite a few directions but it lacks specificity, it’s only semi comprehensive, and we need to actually sit down and do some real technical work in order to assess what will be unleashed by the various proposals. We cannot say because there is point zero X of VAT or point zero Y of VAT or because there will be additional contributions to finance the pensions system as is proposed in some instances, it’s going to bridge the gap. What I’d do a simple, stupid exercise of comparing what we had in the aide memoire which was one percentage GDP out of pension reform, one percentage of GDP out of VAT reform, and half a percentage of GDP out of subsidies reform. It doesn’t add up for the moment but I don’t want to prejudge because we have not had time to actually do the work that needs to be done. The only comment that I would make on the substance is that we find it quite growth unfriendly, which is exactly the opposite direction of what we like to take going forward to make it more growth friendly. Is it going to be 100% growth friendly? Probably not, difficult in the present circumstances but it doesn’t have to be very growth unfriendly in that it focuses on additional contributions on labor where the labor costs edge is already… which is already quite high and I adds to the corporate tax, which as we know is historically difficult to collect, in many countries but in Greece in particular. On the structural reforms, uh we are I think a bit short on many points but as I said, don’t want to go into the details of it unless we have the time to do the work and the three institutions can come to a fully… a very common view which is what we, um, intent to work towards. In terms of process, I’m very much looking forward to the teams sitting down, very promptly this afternoon in order to assess and measure the contributions of the proposals, identify the gaps, and see how it can be bridged. I think that needs to be done promptly. I’m not too sure that the next two day will be sufficient but I’m certain that it will not be sufficient to reach, what under IMF jargon we call a staff level agreement, which requires that there be a list of prior action, financing for the next 12 months, assurance of financing going forward, and a debt sustainability analysis which will be a factor of the current debt and possibly debt reparation. Having said that, I’m sure that alternative sequences can be envisaged and from our perspective we are very keen to sit down from 3 pm onwards and to hope that there is broad support in Athens for what is clearly a change of approach by the authorities.",2015-06-22 00:00:00,IMF
jeroen dijsselbloem,"Thank you very much. Um, Yanis, we started without you sorry. I wasn’t sure if you were very close or still very far. Someone asked how long it would take you to come by motorbike from Athens but luckily you were quite close. Uh so you’ve only missed a short part of the introduction by the commission um the three institutions have given a very first overview of your new proposal but of course I would like you to introduce them uh more uh and then well, we’ll see where we stand.",2015-06-22 00:00:00,EG President
yanis varoufakis,"Thank you very much, Jeroen. Uh thank you to the institutions. Let me get one thing completely straight in the response to Christine’s uh, comment about uh the smartness of strategic element in the way and the timing of the presentation. Christine, let me assure you that there was no strategic delay involved, the reason why you got it late was because we were working very, very hard. Colleagues, you have to understand that the kind of compromises that we have affected, that we have introduced to this… in this text are politically extremely difficult. It’s not simply a question of three or four of us sitting around a table and deciding them, uh the reason why there was uh a second version during the night, I was not aware there was a third, but I don’t believe there was a third, there was a second version during the night was because, uh, there was some technical details that had to be corrected. There was no, uh, political change in the middle of the night. Christine, uh you, you you you described the approach that we have taken as ‘smart’ and I suspect what you mean, uh and I think I’m faithful to the spirit in which you said it, is that we we we are trying to fudge, we are trying to stay within the institutions expectations of us but at the same time not to. This is how I understand, uh your, your uh, your point. Colleagues let me remind you that our guiding principal, and I think we all agree on that is the 20th_february Agreement. And let me remind you that it took three EuroGroups to reach that agreement, and the whole point of that agreement, especially if you read the text of 20th_february, was to establish common ground between the existing MOU, the existing program, and the new ideas this government was elected to pursue. This is precisely what we are doing now. So I believe that the approach we have taken is fully in the spirit of the 20th_february Agreement. We’re trying to find the common ground between a program which um in the um opinion of many, including some within the IMF I believe, has failed to achieve its targets, the targets that were set in 2012, uh there were various uh how shall I say? Um, failures, predicted failures that were involved in that program. There were clearly huge failures on the Greek side, in terms of implementation, in terms of achieving the growth targets that were set, and at the same time we need to stay within the framework but at the same- but bring up to the new set of circumstances and put together a reform package that we can push through the Greek parliament, push through your parliaments, through your governments, and make a success of it. So it is quite clear, and I welcome the view of the uh, other institutions as well as Christine’s, that this is a framework for reaching an agreement, for founding an agreement on, within it. Uh as you can see, we have made great strides at, uh, um, meeting the institutions all the way, in terms of the fiscal targets. In particular the primary surplus numbers of 1%, 2%, 3% and thereafter 3.5%. We have um put forward parametric measures, more than what was asked by the institutions. The institutions were asking for two and a half percent, we have over parametric measures of 2.8% by 2016. The difference here is that the VAT target that the institutions presented to us of 1%, we do not believe we can extract it parametrically without any improvements in collectibility. We believe that, on the basis of a pretty thorough uh meso-economic, partly micro-economic, partly macro-economic analysis, that the best we can do parametrically is about 0.75% uh of GDP through parametric measures. Now, there seems to me that there is a small incongruity here on the part of the institutions, in particular of the IMF, the argument that was being put to us as to why we need to simplify the VAT code, um, was that it increases collectibility. But when we agreed on that and we proposed a major simplification of the VAT code, we were asked to produce numbers parametrically, assuming that there is no improvement in collectibility. I just want to mention that as an indication of the, of the differences that still exist. But on the question of pensions, we have produced numbers that credibly promise more than 1%, just slightly, just above 1% of GDP in savings for the pension system. We propose to do it differently, instead of cutting pensions, we are proposing an increase in contributions by both uh, uh I’ll come to this in a minute. On top of that, we have undertaken significant defense cuts, cuts in defenses expenditure. And of course, other administrative measures which are very important, firstly because one of the great problems in Greece, as everybody knows, is the collection of tax is not so much tax rates and parametric values. On the question of uh, the growth friendliness that Christine mentioned, now this is of course the crucial key. It is a key that will unlock success for this program and for the future arrangements for the Greek economy. The point we wish to make is that we have accepted the fiscal numbers of the institutions fully cognizant of the fact that these numbers are recessionary, when in an economy like the one we have now, which is in recession, has never managed to get out of recession, even in 2014, at least in nominal terms. When you introduce 2.8% of measures this is by definition, not particularly growth friendly. We had to compute to estimate our different multipliers. So for instance, whether it is growth friendly or not, or relatively growth friendly compared to the institutions suggestions depends on whether you think, for instance, that reducing the lowest of the low of pensions has a smaller or larger multiplier effect comparing- compared to increasing corporate tax. But this is, this is an empirical matter and, and we can sit down of course with our technical teams and discuss this, uh this afternoon, until we’re each in agreement. More precisely on the pensions, because the pensions are very important, I think for all institutions, all three institutions, and for us. Um, we have determined and committed to introduce legislation immediately that dras… drastically limits early retirements beginning 1st of January. This coming January 2016. Uh to push the minimum age of retirement, effective retirement not formal retirement, at 67 by the year 2025. From this year, we’re proposing that anyone who goes on early retirement, using the provisions of existing law which cannot just be cut off from one day to the next, uh there will be a 10% surcharge effectively reduction their pension in the form of a contribution to their own pension fund. That’s on top of the existing 6% so there will be a 16% reduction in the, um, pension that will be receiving… in the take home pension in a sense. The solidarity acas tranche that Pierre mentioned before uh, we’ve agreed to begin replacing it in 2018, and to faze it out completely by 2020. By, within an appropriate framework compensating pensioners below the official poverty line. Uh at the same time, again in the context of pension reform and, and, and reaching that level of just above 1% of measures benefiting the pension system and its sustainability, we are proposing to increase the health contribution of those on supplementary benefits by 5% from 0%, which is now to 5%. To increase the social security contribution for those who are um not already enjoying a supplementary pension but who are working towards it, to increase it by half a percent of their salary, to harmonize contributions in the private… in the public sector and make them equivalent to those in the private sector that is a significant improvement in the finances of the pension funds, and of course to complete the consolidation of pension funds with an effective and important saving in the operating costs of pension funds by the 31st of September 2016. Now additionally we have other parametric measures uh that we are proposing as part of this document that was uh related to the institutions overnight, uh for instance I mentioned the defense cuts. We’re talking about immediate defense cuts of 200 million, uh, reforming the income tax code that involves capital taxation investment vehicles, farmers, and the self employed. Um the corporate tax increase from 26% to 29%, a permanent tax regime for advertisements in the media, in particular television that have been scandalously exempt from taxation so far. Um, an increased… a permanent increase in luxury tax on recreational vessels, uh taxation on VLT machines and gaming machines of 30% that was, that was an unregulated part of the market and therefore untaxed. Uh reforms in pharmaceutical rebates, uh, perhaps far more importantly in the long term. And this is something I’ve mentioned before here but I’d like to mention once again because it is a momentous change in Greece, and it is one that I would like you to… I would like to impress upon you how difficult it was to push through parliament or to imagine pushing it through parliament, we haven’t pushed it yet but we shall. That is the creation of a fully independent tax and customs authority, outside the Ministry of Finance along the lines of something like the IRS in the United States. Uh the fiscal council that will be monitoring the budget, an independent fiscal coun… uh, uh council with a possibility, as I mentioned in our last meeting, of trading off policy space of the Greek government with an automated uh deficit break. Regarding product market and administrative reforms that Christine mentioned, we have begun and announced formally a joint project with the OECD that will be, um, that is already being implemented and which spell out to the institutions in some detail. Just mention, let me mention the headlines here uh “An Anti-Corruption Drive through-out the Greek Bureaucracy and the Greek procurement mechanisms”, “Liberalization of the Construction Sector” which is an important sector country like this, especially as we are exiting the recession. “The Liberalization of the Wholesale Trade of Electronic Platforms” media as well as communications. Removing the red tape drastically from the licensing of businesses and introducing digitalized ‘one stop shops’. Uh pension system reform that is serious long term actuarial studies in conjunction with the OECD for the purposes of dealing with the problem of the system and ability of the pension system once and for all and not just through parametric measures. Uh, in conjunction with the OECD and the ILO, the design flexible collective bargaining agreement for the labor markets. In the realm of privatization, we have set out what is a realistic problem. Let me remind you, colleagues, that the last programs of privatization in Greece were scandalously um misjudged and ill designed. Remember the 50 billions that were supposedly to be collected through privatization when 1/50th was achieved in the end. We have set out a very realistic program for this year 1.4 billion, for 2016 3.7 billion, and for 2017 1.2 billion in a market where asset prices have collapsed. And let me now complete by saying that, colleagues, these of course are critical moments, there is very little time left, and we all have to move. We believe that our government has moved a long way towards a position of the institutions, we have accepted fiscal measures that in an economy which has uh not stopped shrinking with uh no functioning banking system in terms of credit provision with very little investment. In that kind of economy, we have accepted in order to bring about this agreement uh measures that are indeed recessionary. Even under fairly conservative estimates of fiscal multipliers, we’re going to have a significant reduction in aggregate demand. For this package of reforms, which we have exceeded in order to conclude successfully the final review of at least the European program. Setting for the moment aside for the moment the IMF program which we can discuss later which runs in parallel until March of 2016. For that program to have a chance of success, a chance of being viable, it must come together with investor confidence building announcement regarding financing. And by financing I don’t mean just an extension of the current loans, uh a… a new package of loans which is not sustainable and which adds uh new debt on existing unsustainable debt, I’m referring to an announcement that inspires a high probability estimate in the mind of investors, and citizens, and consumers that Greece is going to be out of the woods soon. That Greece is about to be fully integrated for instance in the ECB’s Quantitative Easing Program, that we’re not merely buying time until a few months later when we come back to this forum and have another discussion about the Greek Crisis. Neither you nor we want to go to our parliaments yet again, after we go now in order to solidify, in order to push through them the agreement that we are discussing today. This is why we’re very much in favor of completing the review now, completing the second program, uh, and establishing the measures that we are going to agree upon and which we are going to push through parliament as the common conditionality with uh an ease and facility that will allow uh for the transfer… the effective transfer of the 27 billion of the legacy debt from the SNP program into a more manageable debt repayment program so that we can have, on the one hand, our government accepting MOU, a revised MOU, with significant recessionary measures in it but also a flattening out, a smoothening out of the debt repayments to the SNP bonds for the next year, year and a half, two years, which runs against the grain of what we are agreeing to today which is a package of reforms that makes Greece sustainable again. For as the minimum condition to make this work, both financially in terms of the funding gap, in terms of a modicum of hope that Greece will re… will join Quantitative Easing uh is an SNP buy back to smoothen out the short term repayment schedule and to allow a degree of hope about participating in a program, the QE program, which let’s not forget was created in order to defeat deflation, and this is significant for a country which is in the throngs of deflation, probably the only country in the Eurozone today which is suffering a deflation rate of -2%. Surely I believe the institutions can see that. I have no doubt because I have heard this, I have discussed this with the good people of the IMF that this um balancing between an MOU that gives you what you need in order to seal the agreement with us and at the same time a minimum approach to the way that the debt must be managed more efficiently in order to make the MOU reforms potentially successful. This balancing act is essential for us in order to be able to seal this agreement and to say that the Euro Group, the uh Euro Summit later today, the Greek government, each one of you taking this… this package to your parliaments, we have signed and sealed a viable agreement for Greece. One that has considerable hope and a high probability of uh ensuring that we’re not back here in a few months time, discussing the same problem again. Thank you very much.",2015-06-22 00:00:00,Greece
jeroen dijsselbloem,"Thank you. Um, colleagues I think that um listening to the institutions. There are two ways to look at where we are, two ways to look at the proposals.  Uh was of course it’s only a first assessment because they came in only this morning, um, but I think Falda said was a good start for discussion, uh, Pierre told about… said it was a comprehensive package but more work needed to be done. Benoit called it the right framework for discussion and had many questions on substance and, uh, specificity, Christine, um, called it, after having said it was strategic and smart, she said there was some positive moves in there but also lacks specificity that doesn’t add up to  having said that I think for us the assessment of the institutions is crucial. First thing that would have to happen for us to be able to give our political judgment is to, uh, hear on that more definite assessment by the institutions and that would require still work with the Greek authorities uh which would start immediately today to get the specifics, to get the details, to ask the questions that need to be asked, to understand what the proposals are, and to work on a, in the end, a very concrete, very specific list of prior actions. So we can have the first round of political remarks or values now. Uh, but I think, on the basis of what we’ve heard from the institutions it’s crucial in the coming days, uh, highly concentrated work needs to be done. In order to see whether we can reach that agreement later this week. On the basis of what we have now, it is impossible to come to any final conclusions, that would be my assessment of where we are now. Um, but I’ll open the floor to ministers to hear from your views and political guidance. Wolfgang?",2015-06-22 00:00:00,EG President
wolfgang schäuble,"Thanks Jeroen, I… I can agree with your last remark, because I didn’t see one page, one sentence, . I can not give you any judgment of what I have been careful listening from three institutions  three institutions and not blaming one institution by others is precondition before anything else. My second remark is if we didn’t get, until now, any… any . In case they wanted to do something and they didn’t. I can . That is a conditionality which is not to be even to be discussed.  additional decision on the ELA.",2015-06-22 00:00:00,Germany
jeroen dijsselbloem,Thank you. Any other remarks or questions at this point? Michael?,2015-06-22 00:00:00,EG President
michael noonan,"Thank you very much, uh Jeroen. Obviously there has been a move, and a move in the right direction in this  we need some space, not a lot of space, but we need at least now until Thursday, so that the institutions can do a full assessment and if possible come up with a set agreement and brief us on it in great detail. Um, At the conclusion of Yanis’ remarks he referred to SMP and the smoothing out of debt uh, the debt profile and the transfer of liabilities from the Central Bank to the ESM, uh, I wouldn’t have thought that was a runner but uh, I’d like to see the Central Banks assessment of that and uh the views of Klaus Rengling on that as well. It’s very, very late for making moves and I’m… I’m extremely worried about the ELA situation. I can’t see how ELA can be justified with that much knowledge of daily increases of  But, uh, taking it all in all, I hope uh we can move forward towards the solution. Especially the position we were in last week, but uh it’s not a question of time running out uh, I will remind you that time has run out. We need to be direct.",2015-06-22 00:00:00,Ireland
jeroen dijsselbloem,Thank you.,2015-06-22 00:00:00,EG President
kian,"First of all, I’m very pleased there… there is some movement. um I cannot rectify much new content in this proposal. Um, there is some changes in the figures  so let me point out the channel, the institutions confer, that it is non-paper, this is why there is the flexibility we decided in February in our statement in the agreement with Greece. If it is in line, that’s probably the base for the discussions which are necessary in the next hour and days. But it if it’s not in line there will be much more than the flexibility that we agreed on February that must be dealt in discussion in between ministers of finance. So I don’t know exactly what is the content of this aide memoire, but the discussions about a non-paper is very difficult for us to make the right decisions.",2015-06-22 00:00:00,Unidentified
jeroen dijsselbloem,There are many questions that we raised so ,2015-06-22 00:00:00,EG President
