speaker,speech,timestamp,date
peter kažimír,. thank you.,1900-01-01 00:04:40,2015-06-24 00:00:00
jeroen dijsselbloem,luis?,1900-01-01 00:05:05,2015-06-24 00:00:00
luis de guindos,"uh, thank you, jeroen. uh, you know, in my, in my last intervention, uh, last, uh, monday, i said very clearly that, uh, you know there is something that we should not do, is to create false expectations. uh, well, we have seen the reaction of the market. uh, tomorrow, i think that we will have, uh, you know, the inverse evolution and performance of the markets. i am not concerned about that. i am surely concerned about volatility the market plays, no, because, uh, i have suffered that, uh, uh, you know, as minister of finance of spain, you know, in 2012, no? and i know what that does mean for, uh, you know, a government, and for a country. uh, mario, and, and yanis agrees, has said that, you know, the two main problems that are causing, uh, the recession in greece is the combination of uncertainty, and lack of credit.",1900-01-01 00:05:06,2015-06-24 00:00:00
luis de guindos,"uh, well, uh, i think that it’s very clear that the combination of uncertainty and lack of credit can create a recession, but also can make a dent in the credibility of the solutions. i’m not, uh, concerned about, uh, you know, being convinced without, uh, you know, any definitive conclusion to a meeting like this. but i think that, uh, uh, it’s very important, it’s very important, not only for greece, but, uh, for you know, all the ministers around this table and for our campus that we try to maintain, uh, certainty and, uh, credit. i think that, that’s extremely relevant.",1900-01-01 00:06:27,2015-06-24 00:00:00
male,.,1900-01-01 00:07:21,2015-06-24 00:00:00
jeroen dijsselbloem,"thank you. first of all, i’d like to thank warmly the institutions for their hard work  for their hard work that will continue, i understand. second point, you already anticipated, uh, i would like to plea that this group is convened, not just when there is a final solution, but when there is some probability of solution. this is not because, like everybody else, we’re a bit concerned about flying back and forth, which can be nice, but because there is an additional risk which i am beginning to spot, that the eurogroup may lose credibility if we keep meeting without making progress. and of course, this, beyond a specific point we’re discussing today, is very important for the credibility of the, of the eurozone going forward. my final point is about prior access. uh, i fully share christine’s list of features that should be, accompany prior actions, credible, fair, growth friendly, sustainable. of course, prior actions are there to show, not just that, uh, a country is able to, uh, implement a policy that is needed, it is also willing to do so. uh, as i said last time, we are badly running out of time, and we’re probably badly running out of trust, which is possibly even worse. so i will encourage, uh, that we, uh, reach the, reach an agreement, at least of prior actions, as a first step towards a, the deeper agreement.",1900-01-01 00:07:21,2015-06-24 00:00:00
wolfgang schäuble,i would first of all follow up to luis when he said .,1900-01-01 00:09:03,2015-06-24 00:00:00
wolfgang schäuble,i always list- i always reading newspapers from the talk of creditors. creditors are the member states of .,1900-01-01 00:11:11,2015-06-24 00:00:00
wolfgang schäuble,"we have never agreed with anyone , okay. and we will see, but it is with this doubt don’t think you can find solutions which request additional money.",1900-01-01 00:13:29,2015-06-24 00:00:00
wolfgang schäuble,"i don’t have no method, not at all even to negotiate an additional. . we can’t discuss this and we can’t decide it. otherwise…",1900-01-01 00:15:27,2015-06-24 00:00:00
jeroen dijsselbloem," for the second half of the year. we don’t know, is there any gap for financing for the next year. we don’t know, is, uh, is, uh, probably this past, uh, reconstruction, uh, reconstruction of the debt, uh, of the debts, uh, in line with, uh, our agreement. uh, we don’t know, is it possible to make this deal with the dsm, and the ecb.",1900-01-01 00:17:29,2015-06-24 00:00:00
jeroen dijsselbloem,"um, i must be clear that, uh, i have to ask my parliament, uh, if there is something discussed about .",1900-01-01 00:18:34,2015-06-24 00:00:00
edward scicluna,"okay, thanks, uh, jeroen. just one sort of observation/question on the process and then one quick comment on, on the substance. just in the process, i mean, i, i of course find it exciting that i’ve been at three eurogroups, uh,  for six days. uh, and, and, i was wondering how you plan to take this forward because what i see happening now is that, we’ll interrupt this meeting here, let the institutions of greece work over a document, then we reconvene here in the morning. but i am not convinced, politically, that there will be a deal tomorrow morning, and perhaps… and this is more, uh, a question to yanis… is there sort of a, some kind of guarantee that, uh, if your prime minister doesn’t wanna bring it up in the european council one more time, which would then mean that we would probably have to reconvene on friday evening?",1900-01-01 00:19:38,2015-06-24 00:00:00
edward scicluna,"why do i say friday evening? because there needs to be a deal by saturday morning, so that it can be then pushed, possibly, through the greek parliament, so that it can then be approved by our parliaments. so that would basically mean that we would have, i don’t know, four, five, even six eurogroups, within approximately eight days. now, um, i don’t know, some people mentioned, and i think, correctly, the credibility, uh, of the eurogroup, in, in, in this whole process and, and how we look. that’s one side of the story. the other side of the story is, is what mario was talking about, basically market reaction because now we’re going back and, and, and forth. so i just wanted to ask you, jeroen, how you plan to take it forward and also just some kind of a rain check from yanis, on, on whether there is an attempt to push it one more time, uh, to the summit, uh, meeting, which i, i don’t think in and of itself would be helpful. but  i think that’s what’s gonna happen.",1900-01-01 00:20:41,2015-06-24 00:00:00
edward scicluna,"finally, on substance, i agree fully with what, for instance, wolfgang said, uh, also what hans jörg said. i think we should stick to february 20. i think we need clear prior actions, we need commitments and, and conditionality. i don’t think that has changed. i’m just feeling .",1900-01-01 00:21:47,2015-06-24 00:00:00
jeroen dijsselbloem,"thank you, edward. due to the sake of, uh, meeting some of the things which my colleagues have mentioned, um, i’d like to push our, our, our position. um, since the, uh, february, we all agree that a lot of damage has been done to the, uh, greek economy. um, now, over the last week starting on friday, with the events themselves, are putting into question our own credibility now. the ability of the eurozone and the institutions . so we have to be really careful in, in delineating where we go from here, even about the meeting you have tomorrow. i think the litmus test of the negotiations tonight, shouldn’t be what greece wants or what we want, and so on, but how are we going to be seen to the world outside?",1900-01-01 00:22:31,2015-06-24 00:00:00
jeroen dijsselbloem,"the financial markets, are they going to be better? if that title is, uh,  discuss, is it a good idea to say, “let’s meet tomorrow,” because we can’t meet today because we don’t have the confidence. and we don’t know what’s beyond there and we need to discuss this contingency plan. this, this, uh, uh way, uh, forward to protect the eurogroup’s credibility.",1900-01-01 00:23:43,2015-06-24 00:00:00
christine lagarde,"thank you jeroen. um, i’m going to repeat other’s work but i think this issue of speaking consecutively to say that there is nothing substantial to discuss is really bad, uh, and when i was told that there would be a meeting today my first question was, “is there enough time for a proposal to be discussed?” the answer i received was, “there has to be.” ah, and the priority is not, and given that this has happened twice, i think it’s very  agreement, list of directions, um, a common position by the three institutions, all the preconditions in mind with the, uh, statement of february.",1900-01-01 00:24:56,2015-06-24 00:00:00
christine lagarde,"but in terms of process, this is clearly not going well. um, i know that this is no one’s intention, but i think that our whole credibility, of all of us is really on the line. i think institutions that we  say that there will be a meeting tomorrow because, if there is, ready or not, there should be a decision no matter what.",1900-01-01 00:25:57,2015-06-24 00:00:00
christine lagarde,"we should not let ourselves be in a position to meet for a third time to conclude that there is nothing to conclude. that the loss of credibility is way too damaging for us all. it’s hurting greece, it’s hurting everyone else and it’s leading nowhere. and if we get to an agreement at a later stage, and it’s clear to us whether this is final, whether we will reconvene again and decide something else, so i really urge for us to think whether it makes sense to meet tomorrow morning. if it doesn’t then let’s make sure that the next meeting is the last regardless of the outcome. this is really something that the world will not understand and .",1900-01-01 00:26:38,2015-06-24 00:00:00
jeroen dijsselbloem," um, pierre.",1900-01-01 00:27:29,2015-06-24 00:00:00
pierre moscovici,"thank you jeroen. um, i will be very brief because i think most things have been said. uh, but i underline that what is on the line here is, uh, obviously not only the problems that greeks and the greek governmental people have, but it’s the credibility of the eurogroup and the credibility of the eurozone and in the end credibility of the euro. i have this strange feeling which we cannot even communicate to the outside world that we have basically not a lot, not a lot to say if not to say, nothing to say at all, because we don’t have documents in front of us.",1900-01-01 00:27:36,2015-06-24 00:00:00
pierre moscovici,"this is not a criticism to the three institutions. i think they are doing a wonderful job. but the time has come where we we, we must know what’s on the table for the good sake of this negotiation. i think  in a minute.",1900-01-01 00:28:17,2015-06-24 00:00:00
pierre moscovici,"and, last but not least, uh, i really think we need to be honest amongst ourselves to which extent we want to have a deal. so, in other words, what is the scope of the deal that we’re talking about? are we talking about, what i call the very short term deal, which deals with problems of liquidity and finishing the, the program, and just prolonging it for a, for a few weeks so that we can do the payments? is that what we are expecting tomorrow, or whenever? or are we expecting something larger. so if we are expecting something larger, then obviously the answer is, we are in no position to, to, to give any green light to anything that requests additional money.",1900-01-01 00:29:11,2015-06-24 00:00:00
pierre moscovici,"what we are discussing, i think, or that was my understanding is, that we’re in the framework of the 20th_february agreement and so that’s still the state of mind i have but i hear that lots of other ideas are on the table and they were also mentioned on monday, but we have never discussed them here and i think they cannot really be so i would say, as a conclusion, we can only meet tomorrow, eventually, in the afternoon, if before that we get a piece of paper that we would have a couple of hours to study, and make up our own minds, and be sure this is it. it’s all short-term solutions, which we need. and other issues are postponed for later or are not discussed yet. but i would like enough clarity on this last point because, if we are still hoping, or some are still hoping, that we’re going to have something that goes beyond the very short term, i’m pretty sure there is no way we can find a solution.",1900-01-01 00:30:00,2015-06-24 00:00:00
jeroen dijsselbloem,michel: ,1900-01-01 00:31:14,2015-06-24 00:00:00
jeroen dijsselbloem,michael.,1900-01-01 00:31:14,2015-06-24 00:00:00
michael noonan,"thank you very much, jeroen. i’ll be here in the morning. i don’t know how long i will stay unless there’s appropriate documents on the table. it’s becoming embarrassing that we’re relying on media leaks for the base documents, um, this eurogroup is supposed to make decisions. we generated the document of the 20th_february ourselves, and that’s the only legal document that i have agreed to so far. we had one more, which was the subject of much speculation, and there were legal reasons why it wasn’t circulated, and i appreciate those legal reasons, but the aide memoire has become a document on which a counter document from greece has been made. and it has gone on now, seemingly, to become the basis for a negotiating document, uh, which i haven’t seen or which i do  with another copy in the financial times website, uh, where the amendments proposed by the institutions are in red print and the base documents are in black print and there are 96 other amendments. i don’t know whether that means they’re no longer being pressed or whether they’ve been agreed by our finance ministers, who are key to the decision making process. this is no way to do business. and, uh, in the morning, i expect full documents because i’m not prepared to make decisions on narratives, no matter how, uh, succinct and full the narratives are. i need to see the written documents of what we’re agreeing to.",1900-01-01 00:34:11,2015-06-24 00:00:00
michael noonan,"the longer it goes on, the more full the proposal needs to be. we’d probably have got away with another instalment of extend and pretend if we had come to this point a couple of months back. but i think extending and pretending now ’til october or november is not enough, and at least there has to be a mapping out of what the route is forward after that, for greece. and, uh, whether that’s part of the agreement with that or not, i don’t know. i would also like to have legal opinion in the morning for our meeting, and that the aide memoire runs legally from its parent, the par- the, the, the statement of the 20th_february.",1900-01-01 00:36:49,2015-06-24 00:00:00
michael noonan,and the negotiating document runs in a direct leading line from the statement of the 20th_february through the aide memoire including the counter proposals of greece down to what’s been presented in the document. i want an opinion on the legal problems of the documents  to moving forward but it’s impossible to go any farther without full documentation.,1900-01-01 00:37:37,2015-06-24 00:00:00
jeroen dijsselbloem,"uh, johan.",1900-01-01 00:38:20,2015-06-24 00:00:00
johan van overtveldt,"thank you. uh, a lot that’s already been said has made clear these remarks on uh, process .",1900-01-01 00:38:21,2015-06-24 00:00:00
jeroen dijsselbloem,"thank you, johan. ",1900-01-01 00:39:56,2015-06-24 00:00:00
speaker 16,"thank you. i’m just as curious about the process as everybody else. i was not part of, uh, my government when this negotiations .",1900-01-01 00:40:30,2015-06-24 00:00:00
speaker 16,and of course that is not in line with mou and furthermore we would never be able to .,1900-01-01 00:41:24,2015-06-24 00:00:00
jeroen dijsselbloem,"thank you. um, allow me to pick up on a couple of points that you’ve made. first of all, how the process has evolved over the last weeks. of course in previous meetings a number of you colleagues have said you refuse to be involved, be involved more, which is a quite right point because of developments followed through the media. if we hadn’t met to discuss. now we are meeting more often than we would like, to be involved. the difficulty is that there are no final results to present to you. so there is a dilemma here. um, how has the process evolved? i think michael described it in quite a good way, how the different documents have been following each other up. documents which you have not had. this is very unfortunate, but it has to do with our working method. course it’s extremely unfortunate that the documents are available to the press. it’s really embarrassing.",1900-01-01 00:43:02,2015-06-24 00:00:00
jeroen dijsselbloem,"looking back, ah, last couple of weeks, uh, three institutions have worked on a common position, and after that agreed to present it for the first time, quite a comprehensive set of proposals, at nine pages. which was a positive step, as opposed to how we discussed it here. also we realized that the institutions had not been able to give a more thorough assessment of those proposals to see how close they were to the framework which we agreed. that work has been done over the last couple of days. at the same time, the greek authorities have presented a list of prior actions. not only did we, the institutions, come to the assessment that there were still a number of problems in the nine pages, to answer gutchen, these problems are along the line fiscal gaps, so the greek authorities said they could agree to the proposed, by the institutions proposed, not agreed by us yet. but by the institutions proposed new fiscal targets and timelines. the authorities have said we could agree to those. but then the methods have to add up to those. so there were fiscal gaps.",1900-01-01 00:44:08,2015-06-24 00:00:00
jeroen dijsselbloem,"secondly, the analysis of three institutions jointly was that in terms of credible reforms, where does the growth come from? it’s not  too much has been reversed, or postponed, not complete enough. it will not lead to enough growth.",1900-01-01 00:45:30,2015-06-24 00:00:00
jeroen dijsselbloem,"thirdly, the balance in the package that we were discussing, the balance between, ah, tax increase, expenditure cuts, once again growth harming tax increases was too much of a tax hike. so it needs to become more growth friendly, or less growth unfriendly. so these are the main problems that we are  that we are, um, so the nine page proposal from the greek government was assessed and showed these problems. a list of prior actions then proposed by the greek government deviate, deviated even more from where we want to end.",1900-01-01 00:45:52,2015-06-24 00:00:00
male,why?,1900-01-01 00:46:39,2015-06-24 00:00:00
jeroen dijsselbloem,"in other words, instead of converging, ah, to an agreement which fits in the  20th_february, we were over the last couple of days diverging from it.",1900-01-01 00:46:40,2015-06-24 00:00:00
jeroen dijsselbloem,"that must be the case. today we have gone through these proposals. um, we have not been able to close that gap. *i’ve listened* very carefully to you today, and have reaffirmed the statement of the 20th. absolutely clear that we cannot diverge from it. you have made clear that, uh, the current situation can be no talk of debt restructuring, etcetera. uh, wolfgang added there can be no additional money. no fresh money. very clear. that’s the basis that we must work on in order to propo- to bring to you proposals that are valid. that have a chance of getting your approval. it takes a lot more time than, uh, we would like. it’s getting a lot more media coverage than is helpful. and it is putting a great strain on your agendas, ah, to which i apologize, ah, but this is where we are. now on the issue of tomorrow, i think there are two options. we can say that we adjourn temporarily this meeting and reopen it tomorrow. we can also say that only on the basis of what is there tomorrow, we will call a new meeting. but some of you would have said that you would also like to be informed, and maybe talk about different scenarios if there is no agreement.",1900-01-01 00:46:51,2015-06-24 00:00:00
jeroen dijsselbloem,"so, we’ve been assigned to the government leaders in the council to try to, try and get that agreement, and then report to them tomorrow. that is still the assignment that we have. i think we should give an ultimate attempt, tonight, all through the night, to try and get the convergence that we need. to land inside the framework of the 20th. that is how i see our task in the coming hours, ultimate attempt to do that. i c- would like to ask you to stay in brussels and be available so we can continue our work. i think that would be wise more-so as a signal to the outside world that we are still in the process. uh, but i would need your support. it would have to be a common decision of all of us. um, ah, i think it was pierre who said we would need some hours to look at any proposals. we need to prepare, and i think that’s a fair point. so we could set our meeting perhaps later in the morning, so you have that time, under the assumption that over the course of the night we hammer out all the differences that are still there.",1900-01-01 00:48:27,2015-06-24 00:00:00
jeroen dijsselbloem,"i am in this space very strongly involved. i vouch for the institutions, the work that they are doing, jointly. their analysis of where we are, and the greek proposals has been the same between the three of them. the adjustments that we need has been delivered by the three institutions together. i think this is very important. i will remain very involved over the coming hours and days. but unfortunately, this is where we are and i think it is inevitable that between now and the summit, which starts tomorrow afternoon at 5:00, to which we have to report, that you remain available, either to take stock, hopefully, of good proposals, concrete papers that you have asked. michael has made quite clear he needs those papers to come to any decision. or to take stock the situation if not. because i think it was  he also needs to talk if there is no agreement tomorrow. i think we have to take our responsibility however inconvenient this is.",1900-01-01 00:49:56,2015-06-24 00:00:00
yanis varoufakis,"i will be fully available. you know, the one point on the summit communication, what are we going to communicate afterwards? uh, because i am afraid of the reaction of the market tomorrow. and, uh, again, uh, the uni- well, the question of credibility while dinner is on the table, i am not going to insist any more to reiterate what i have said. but i think that we should need a line of communication and to try to explain why, two days ago, we were sanguine with respect to the possibility of reaching an agreement and today this possibility has faded away. or at least, you know, how much hope we should create about the possibility of hammering out an agreement tomorrow. but, you know, i will be fully available.",1900-01-01 00:51:09,2015-06-24 00:00:00
jeroen dijsselbloem,"thank you for being available. ah, i think we will come to the line of communication after this round. pier carlo?",1900-01-01 00:52:06,2015-06-24 00:00:00
pier carlo padoan,"on very practical terms, i’m also available, but i suggest that what could be best possibly is that we convene the meeting anyways, very close to the beginning of the meeting at least, so that whatever decision we have to take, we will have anyway time, hopefully, to look at documents introduced during the night.",1900-01-01 00:52:15,2015-06-24 00:00:00
yanis varoufakis,you can use it .,1900-01-01 00:52:35,2015-06-24 00:00:00
yanis varoufakis,"i speak on behalf of spain, right?",1900-01-01 00:52:48,2015-06-24 00:00:00
male,it will be much more comfortable. ,1900-01-01 00:52:52,2015-06-24 00:00:00
speaker 19, a meeting of the heads because if we did it under financial gain-,1900-01-01 00:52:54,2015-06-24 00:00:00
speaker 19," therefore, maybe we should reconvene tomorrow afternoon. late afternoon.",1900-01-01 00:53:24,2015-06-24 00:00:00
speaker 20,"but not in parallel with it, because that would lead to a very chaotic process. um, why, because at the start of the summit the eurozone, the eurogroup is still meeting, the leaders will be facing a lot of questions even coming into the building, ah, what’s going on. so there needs to be at least a clear process approaching the eurozone summit. i owe that much to donald tusk.we cannot ask him to start a meeting while we are still here, if that is not necessary. so i will try to prevent that. maria luís.",1900-01-01 00:53:38,2015-06-24 00:00:00
maria luís albuquerque,"thank you, . it just a question which i’m not sure you can answer. what is the absolutely deadline for this process? is there an absolute deadline?",1900-01-01 00:54:17,2015-06-24 00:00:00
yanis varoufakis,three months ago. ,1900-01-01 00:54:26,2015-06-24 00:00:00
maria luís albuquerque,"dates? where a decision has to be made. is it the third week of june? is it before the third week of june? uh, i need to know.",1900-01-01 00:54:30,2015-06-24 00:00:00
male,for tomorrow we will have an agreement. i think that’s very important .,1900-01-01 00:54:33,2015-06-24 00:00:00
yanis varoufakis,don’t tell me. put forward eight billion euros of measures.,1900-01-01 00:54:43,2015-06-24 00:00:00
male,"that can be answered because the program expires, as you know, at the end of this month.",1900-01-01 00:54:47,2015-06-24 00:00:00
maria luís albuquerque,so-,1900-01-01 00:54:51,2015-06-24 00:00:00
jeroen dijsselbloem,"and, if there is to be any deal, then ah, ah, a number of our colleagues, including myself, will have to go to national parliaments. that is a procedure which takes a number of days. um, so working back, there is very little time. theoretically it could be on the weekends, but it would be very, very difficult to get it done, actually. ah, as we are all here in the coming days. so, the only thing i do know, the day that it ends, politically, legally, and practically, ah, is the 30th of june. yanis.",1900-01-01 00:54:51,2015-06-24 00:00:00
yanis varoufakis,"oh, ah, from the greek side, as well, we would prefer to have the meeting, to hold the meeting as late in the day as possible, to give us more time to prepare. so i agree with most colleagues who have spoken on this. ah, allow me to say that, ah, on the question of, ah, growth-friendly policies, since this has been mentioned and this is central to the issue at hand, my government is absolutely committed to them. but let me make the brief point that when you have a shrinking economy and we agree on two and half percent of gdp of extra measures. this is not in itself a particularly growth-friendly ah, posture. the difference of opinion is empirical. it’s not ideological. do you get greater forces of recession by reducing the pensions of the lowest of the low of pensions, or do you get more recession when you increase tax on corporate tax? this is an empirical issue. this is not a dogmatic issue.",1900-01-01 00:55:45,2015-06-24 00:00:00
yanis varoufakis,"regarding prior actions and the sla, of course, you have to have in front of you tomorrow, we all do, very specific text including prior actions. we hove worked on this. we have tabled our own version. our own proposal and prior actions. it’s a question of coming to an agreement with the institutions on this. on the broader question, let me say colleagues that we feel, just like you do, perhaps more than you do, the pressure to end this conversation successfully to complete the review as quickly as possible. we more than you, for obvious reasons. but let me also add that maybe it is better to have the sequence of, ah, tedious meetings, than to have a situation where we hatch up an agreement which is not sustainable and which leads all of us to come back to this room six months, eight months, nine months, 12 months from now. that would harm the credibility of the institutions and the eurogroup and each one of us even more.",1900-01-01 00:56:56,2015-06-24 00:00:00
yanis varoufakis,"finally, alexander, you asked a question. you asked a question about whether my prime minister has an intention of deferring to the leaders, to the summit tomorrow night. let me assure you that our government is determined to strike an agreement as quickly as possible with the institutions, hopefully tonight, so that our eurogroup meeting is as profitable as possible. we do not have a strategy of deferring to other fora. we do not have a strategy for delaying. thank you.",1900-01-01 00:58:04,2015-06-24 00:00:00
jeroen dijsselbloem,"let me make two points before i turn to pierre. first of all, the leaders in their meeting were absolutely clear that they will not endorse any outcome if the eurogroup has not previously agreed to it. so if anyone dreams of getting a deal in the european council, or in a leaders’ summit, they are mistaken. the only thing the leaders can do, and will do, is send it back to the eurogroup. i’m just making a start here. um, pierre, ",1900-01-01 00:58:41,2015-06-24 00:00:00
pierre moscovici,i just wanted to have a rebound on what you just said to  it wouldn’t be wise to meet too late in tomorrow afternoon.,1900-01-01 00:59:15,2015-06-24 00:00:00
jeroen dijsselbloem,"colleagues, i think we try to come to a conclusion on, ah, proceeding from here on. my proposal would be that, uh, we ",1900-01-01 01:00:29,2015-06-24 00:00:00
male,.,1900-01-01 01:01:57,2015-06-24 00:00:00
jeroen dijsselbloem,"um, yes, we will make sure that .",1900-01-01 01:02:19,2015-06-24 00:00:00
male,"we’re speaking at 1:00, anyway, even if we have no documents. we need to meet at 1:00 to make sure what we’re .",1900-01-01 01:02:42,2015-06-24 00:00:00
jeroen dijsselbloem,"thank you, that is exactly what i proposed. we must also have a meeting in case we have no positive outcome. . that is as neutral as i can make it. not to lead into expectations.",1900-01-01 01:03:01,2015-06-24 00:00:00
yanis varoufakis,"at what point are we going to say, because we will be asked by the media, that we are going to meet again? tomorrow? because today we have no reached an agreement. that we are hopeful  my question you know because it involves that the journalist will start to ask, “well, what are the odds? the possibilities of hammering out an agreement?” ah.",1900-01-01 01:04:29,2015-06-24 00:00:00
jeroen dijsselbloem,most of the elements that you mentioned were in the lines that i just proposed. remains the question ,1900-01-01 01:05:13,2015-06-24 00:00:00
male,"maybe it would be  new meeting tomorrow, it’s just that all our meetings are negative in the media to show that it is realistic chance to have the conclusion.",1900-01-01 01:07:10,2015-06-24 00:00:00
yanis varoufakis,might have to get another verb. let’s say that we adjourn for tomorrow at one.,1900-01-01 01:07:10,2015-06-24 00:00:00
yanis varoufakis,adjourning adjourned. ,1900-01-01 01:07:11,2015-06-24 00:00:00
yanis varoufakis,"no cries here, no cries",1900-01-01 01:07:24,2015-06-24 00:00:00
male,"no cries. . and then they, they and they, they, this is growth, i’m not interested.",1900-01-01 01:07:25,2015-06-24 00:00:00
male,not that growth friendly  it’s not growth friendly i told him.,1900-01-01 01:08:24,2015-06-24 00:00:00
male,"two, two and a half percent measures  i can’t do that.",1900-01-01 01:08:27,2015-06-24 00:00:00
male, it’s tonight.,1900-01-01 01:08:53,2015-06-24 00:00:00
yanis varoufakis,i know.,1900-01-01 01:08:53,2015-06-24 00:00:00
male,we cannot reconvene this meeting  won’t stop coming here.,1900-01-01 01:08:53,2015-06-24 00:00:00
male,be never ending loop.,1900-01-01 01:09:08,2015-06-24 00:00:00
male,"so, uh, you must say that to alexis.",1900-01-01 01:09:11,2015-06-24 00:00:00
yanis varoufakis,alexis knows that. why didn’t he tell christine that?  collectability goes down. my chance of increasing collectability is inversely related to what i’m being asked to do.,1900-01-01 01:09:29,2015-06-24 00:00:00
male,** it should say that we start with the document of the institutions and concentrate on two or three points.,1900-01-01 01:09:46,2015-06-24 00:00:00
yanis varoufakis,we can’t do that. you have to .,1900-01-01 01:10:10,2015-06-24 00:00:00
male,.,1900-01-01 01:10:43,2015-06-24 00:00:00
christine lagarde,what we’re planning should be rest to resume at 11pm.,1900-01-01 01:10:43,2015-06-24 00:00:00
yanis varoufakis,i know.,1900-01-01 01:10:43,2015-06-24 00:00:00
christine lagarde,"the plan is much better in my view, and in the view of a few others. you have more time",1900-01-01 01:11:30,2015-06-24 00:00:00
yanis varoufakis,"we have all the time. we’re here, we’re available.",1900-01-01 01:11:34,2015-06-24 00:00:00
christine lagarde,"that is true. and  six a.m. yeah, everybody’s available. so there’s some people about to get just a few hours sleep.",1900-01-01 01:11:38,2015-06-24 00:00:00
yanis varoufakis,so you think we should get here at six in the morning?,1900-01-01 01:11:44,2015-06-24 00:00:00
christine lagarde,that would be-,1900-01-01 01:11:44,2015-06-24 00:00:00
yanis varoufakis,.,1900-01-01 01:11:47,2015-06-24 00:00:00
christine lagarde,"ah, yeah. if that’s okay with you, prime minister. ’cause that means it’s going to be nonsense. the technical work is going to get done, and we’re not going to spend-",1900-01-01 01:11:49,2015-06-24 00:00:00
yanis varoufakis,so we start at six.,1900-01-01 01:11:56,2015-06-24 00:00:00
christine lagarde,you know we’re going to go in circles. i just-,1900-01-01 01:11:57,2015-06-24 00:00:00
yanis varoufakis,i’m happy with whatever you want .,1900-01-01 01:11:59,2015-06-24 00:00:00
christine lagarde,i just went outside the meeting to alert you. it will be confirmed by jeroen. i’m not the boss in this meeting. i just wanted to warn you.,1900-01-01 01:12:00,2015-06-24 00:00:00
yanis varoufakis,okay.,1900-01-01 01:12:08,2015-06-24 00:00:00
christine lagarde,i’m sure he will get in touch. he will do his own thing but i wanted to alert you .,1900-01-01 01:12:10,2015-06-24 00:00:00
yanis varoufakis,okay. .,1900-01-01 01:12:18,2015-06-24 00:00:00
jeroen dijsselbloem,"as i said we have not uh, have, we don’t have uh, agreement from the greek authorities on these papers.",1900-01-01 00:00:02,2015-06-25 00:00:00
jeroen dijsselbloem,"as they will reflect on their opposition later on. i would first like to ask um, the three institutions, the commission, the ecb and the imf, to reflect on the position that we have arrived at, comment or explain the documents. uh, and in a second round we will  going ahead.",1900-01-01 00:00:09,2015-06-25 00:00:00
jeroen dijsselbloem,"first i think we must welcome some explanation on where we stand and what the documents are, what their status is. ",1900-01-01 00:00:33,2015-06-25 00:00:00
speaker 3,"okay, uh, .",1900-01-01 00:00:40,2015-06-25 00:00:00
speaker 4, where we are today.,1900-01-01 00:03:48,2015-06-25 00:00:00
speaker 4,and finally a  vat and pensions.,1900-01-01 00:05:13,2015-06-25 00:00:00
jeroen dijsselbloem,"thank you, let me just uh, add to that, that the uh, debt sustainability analysis document that you have is preliminary. it has been drafted by the two european institutions it’s a requirement which stands at the imf will need for a final i, uh, debt sustainability analysis are uh, much more extensive, elaborate uh, so the imf will  can go to it’s board, if there is ground to go to its board have a uh, uh uh a different, more extensive dsa, so this is preliminary drafted by the two european institutions for that reason. uh, just to be precise. that brings me to mario.",1900-01-01 00:06:44,2015-06-25 00:00:00
christine lagarde,"thank you very much, uh, mario’s comment was so short that i’m sure i can be associated with it. and i completely hope at this point uh, eh, its nice to see a lot of smile on our face after those hours and hours of uh, um very complicated, laborious and uh, fairly unfocused uh, discussions. i just would like to mention that the three institutions have worked together cohesively uh, for quite a few weeks uh, the aide memoire which i know you have now in front of you, represents maximum flexibility that could be applied to the february memorandum. i insist on the maximum flexibility and the prior action list that you have also in front of you the one that  in practical terms the prior actions that would be needed in order to um, respond to the aide memoire provisions.",1900-01-01 00:07:39,2015-06-25 00:00:00
christine lagarde,"despite this uh really cohesive work uh, its not been able to uh, reach any kind of agreement really with our greek collogues. um, as i said we have have  would need to be further developed, as you can imagine, under our principles and submitted to the board. thank you.",1900-01-01 00:08:40,2015-06-25 00:00:00
jeroen dijsselbloem,"thank you, no to, to yanis to hear his perception of where we are.",1900-01-01 00:09:53,2015-06-25 00:00:00
yanis varoufakis,"thank you jeroen. as a everyone knows this is uh, this has been a very laborious process. it has been uh, variously um, difficult and sometimes uh, unpleasant. uh, i have to concur on this but the unpleasantness should not um, deter us from looking at what we have achieved. if you compare the two documents, the document that is in front of you by the institutions and our document, you’ll find that they are very close. i believe that especially if you take into consideration where we started from and you compare it with where we are, convergence is the only word that comes to mind. we have converged on primary balance uh, targets uh, for the near and medium term. we have uh, exactly the same fiscal baselines scenarios after quite a lot of deliberation on this. for 2015 an 2016.",1900-01-01 00:09:58,2015-06-25 00:00:00
yanis varoufakis,"as a result of this coincidence of primary balances and the fiscal baseline scenario uh, we have um, convergence, complete convergence on uh our estimates of fiscal gaps for 2015 and 2016. there have been a multitude of uh, agreements uh. most recently it was uh, recommended to use that we should uh, introduce a tax on shipping and ship owners in greece. something that previous governments would never have done. uh, we were grateful to the institutions for having made that suggestion. it strengthened us and we have adopted it. so this is just one example of last minute convergence.",1900-01-01 00:11:13,2015-06-25 00:00:00
